transaction_id,user_id,transaction_time,amount,payment_method,currency,item_id,item_name,item_type
17004,10687,2025-04-06 04:39:27,8388.97,银行卡,CNY,4973,服装,电商
17005,10361,2024-05-06 10:07:50,468.57,Apple Pay,CNY,8242,特权卡,游戏
17006,10794,2025-03-21 03:56:53,2581.09,支付宝,CNY,3436,主播贡献,直播
17007,12636,2025-03-08 02:02:34,657.18,支付宝,CNY,5767,装备,游戏
17008,12373,2023-05-27 09:21:40,3182.47,云闪付,USD,2454,弹幕特效,直播
17009,12715,2023-08-22 13:28:16,173.13,支付宝,CNY,9876,装备,游戏
17010,11330,2025-03-19 23:08:38,1278.16,银行卡,CNY,5183,季度会员,会员
17011,10786,2025-03-23 22:43:29,371.23,支付宝,CNY,5198,皮肤,游戏
17012,10898,2025-04-22 04:48:50,28224.14,银行卡,USD,1500,食品,电商
17013,11456,2024-09-13 09:36:52,1076.28,支付宝,CNY,8739,弹幕特效,直播
17014,11592,2024-07-18 00:45:43,333.23,支付宝,CNY,5373,超级会员,会员
17015,10739,2024-11-14 13:25:01,141.56,支付宝,CNY,5746,游戏点券,游戏
17016,10847,2024-12-14 22:29:32,623.99,支付宝,CNY,5696,游戏点券,游戏
17017,12908,2025-03-29 16:16:30,5841.69,银行卡,CNY,6799,服装,电商
17018,12265,2025-03-28 05:58:14,362.17,微信支付,CNY,9580,年度会员,会员
17019,10908,2024-09-25 16:08:22,736.64,支付宝,CNY,9251,年度会员,会员
17020,10159,2025-02-25 09:32:58,1917.7,云闪付,CNY,2089,月度会员,会员
17021,11042,2024-10-15 07:40:56,108.69,支付宝,CNY,1277,游戏点券,游戏
17022,12103,2025-01-12 20:11:17,2325.95,支付宝,CNY,8715,礼物,直播
17023,10915,2025-03-24 22:55:59,1136.21,银行卡,CNY,1255,座驾,直播
17024,11156,2024-07-03 18:54:17,9814.31,微信支付,CNY,7071,食品,电商
17025,12449,2025-03-07 19:01:41,164.5,Apple Pay,CNY,9162,特权卡,游戏
17026,12121,2025-01-26 07:46:40,904.09,Apple Pay,CNY,1166,超级会员,会员
17027,11425,2025-02-02 02:16:04,1771.88,银行卡,CNY,1773,超级会员,会员
17028,12019,2025-04-04 04:28:02,6646.68,微信支付,CNY,9731,食品,电商
17029,10154,2024-08-12 21:56:56,331.07,银行卡,CNY,5757,座驾,直播
17030,10941,2024-08-25 01:08:28,487.58,微信支付,CNY,9790,超级会员,会员
17031,11320,2025-01-26 17:07:05,1145.57,支付宝,HKD,1847,礼物,直播
17032,12577,2025-02-15 07:58:20,4474.75,银行卡,CNY,7547,日用品,电商
17033,11456,2024-05-25 14:21:35,68.31,支付宝,CNY,5020,超级会员,会员
17034,11715,2025-04-19 04:28:44,213.61,微信支付,CNY,9227,角色,游戏
17035,11841,2024-10-18 21:20:49,4250.87,支付宝,CNY,4893,礼物,直播
17036,12364,2025-02-23 05:35:47,963.44,支付宝,CNY,3788,游戏点券,游戏
17037,12936,2025-03-18 16:50:15,4743.05,云闪付,CNY,6155,座驾,直播
17038,11580,2025-04-21 09:14:17,637.8,云闪付,CNY,6456,装备,游戏
17039,10749,2023-12-17 23:35:15,808.12,银行卡,CNY,6344,游戏点券,游戏
17040,11365,2024-04-16 08:13:44,313.97,微信支付,CNY,3995,游戏点券,游戏
17041,10159,2024-07-11 06:54:45,72.7,支付宝,CNY,2352,年度会员,会员
17042,12798,2023-11-11 15:24:26,9474.84,Apple Pay,USD,6406,年度会员,会员
17043,10302,2025-03-14 13:29:10,1524.75,银行卡,CNY,1881,贵族身份,直播
17044,10466,2024-11-27 07:05:11,936.3,微信支付,CNY,3399,角色,游戏
17045,11304,2025-02-21 00:44:33,676.77,Apple Pay,CNY,3918,VIP会员,会员
17046,10513,2023-10-05 08:46:02,244.97,微信支付,CNY,3080,游戏点券,游戏
17047,11060,2024-09-13 10:12:41,7724.16,微信支付,CNY,1891,数码产品,电商
17048,12267,2025-04-15 17:20:28,9081.48,支付宝,CNY,7626,日用品,电商
17049,11221,2024-09-15 21:40:31,5700.99,云闪付,CNY,6969,食品,电商
17050,11022,2025-04-13 18:13:31,409.8,Apple Pay,CNY,7114,游戏点券,游戏
17051,12496,2025-02-01 10:49:15,1672.45,支付宝,CNY,7617,月度会员,会员
17052,12125,2023-09-18 02:56:39,7230.96,云闪付,HKD,4536,化妆品,电商
17053,12651,2024-12-25 04:21:07,122.34,云闪付,CNY,7255,皮肤,游戏
17054,12584,2025-01-24 11:35:47,1457.99,微信支付,CNY,4548,超级会员,会员
17055,12658,2024-05-30 17:37:29,1104.24,云闪付,CNY,6285,VIP会员,会员
17056,10042,2024-06-03 13:59:26,103.93,微信支付,CNY,4081,弹幕特效,直播
17057,11342,2024-05-23 17:59:04,5978.04,支付宝,CNY,5438,数码产品,电商
17058,12100,2024-12-27 08:16:57,1195.54,Apple Pay,CNY,2806,主播贡献,直播
17059,10769,2025-03-25 02:56:30,6182.21,银行卡,USD,3650,年度会员,会员
17060,12568,2025-04-05 23:33:57,314.33,Apple Pay,CNY,1239,特权卡,游戏
17061,12582,2025-01-11 02:08:20,48.0,银行卡,CNY,8980,月度会员,会员
17062,12806,2023-12-01 23:35:34,1294.43,微信支付,CNY,2642,超级会员,会员
17063,10778,2024-03-23 14:21:55,96.09,支付宝,CNY,1188,VIP会员,会员
17064,12474,2024-11-24 05:11:04,4492.29,银行卡,CNY,7116,主播贡献,直播
17065,11247,2025-04-09 19:23:32,2722.74,支付宝,CNY,4346,礼物,直播
17066,10953,2025-03-14 23:05:52,522.44,微信支付,CNY,5255,日用品,电商
17067,11059,2024-06-27 20:20:34,605.43,Apple Pay,CNY,7243,数码产品,电商
17068,10043,2024-12-15 10:41:29,9213.67,云闪付,CNY,1475,食品,电商
17069,10557,2025-03-05 02:18:39,3266.86,Apple Pay,USD,9056,特权卡,游戏
17070,12911,2025-03-18 13:43:10,1683.34,支付宝,CNY,9922,数码产品,电商
17071,12858,2023-11-17 14:09:53,1020.28,银行卡,CNY,3007,月度会员,会员
17072,11095,2024-10-03 15:34:39,180.38,Apple Pay,CNY,4162,化妆品,电商
17073,12855,2023-11-29 12:40:40,785.66,云闪付,CNY,4434,食品,电商
17074,12720,2024-10-04 17:31:30,937.01,Apple Pay,CNY,1136,贵族身份,直播
17075,10791,2025-01-29 03:37:38,2822.22,微信支付,CNY,5063,主播贡献,直播
17076,11800,2025-04-16 22:30:56,449.02,Apple Pay,CNY,3510,弹幕特效,直播
17077,10549,2025-04-03 03:31:33,800.2,Apple Pay,CNY,8962,季度会员,会员
17078,12352,2025-04-21 03:36:29,2452.04,微信支付,CNY,6087,礼物,直播
17079,12192,2024-10-06 10:25:01,5906.09,云闪付,CNY,1963,数码产品,电商
17080,12157,2024-08-26 23:59:07,1700.23,银行卡,CNY,1885,主播贡献,直播
17081,11663,2024-09-09 14:31:35,112.08,微信支付,CNY,6220,超级会员,会员
17082,12292,2025-03-18 16:58:18,130.38,微信支付,CNY,2232,特权卡,游戏
17083,12863,2025-04-13 16:11:13,7799.89,微信支付,CNY,9347,日用品,电商
17084,10617,2024-12-25 07:29:35,6208.37,Apple Pay,CNY,3358,日用品,电商
17085,12306,2024-04-16 22:45:19,14164.63,Apple Pay,USD,6958,座驾,直播
17086,11941,2025-02-06 11:40:50,778.58,云闪付,CNY,5836,季度会员,会员
17087,10832,2025-01-26 11:50:31,6665.01,银行卡,CNY,5964,日用品,电商
17088,10493,2025-03-25 03:15:02,389.53,银行卡,CNY,6351,年度会员,会员
17089,12840,2025-02-06 20:42:40,348.96,Apple Pay,HKD,7246,季度会员,会员
17090,10915,2025-04-10 00:07:41,785.72,微信支付,CNY,9147,角色,游戏
17091,10517,2024-06-06 14:50:57,3137.17,微信支付,CNY,8001,贵族身份,直播
17092,11329,2024-12-21 18:35:38,1845.72,银行卡,CNY,9931,化妆品,电商
17093,11385,2024-11-04 12:46:51,562.57,云闪付,CNY,4016,超级会员,会员
17094,11276,2024-12-14 09:34:57,956.2,微信支付,CNY,4497,年度会员,会员
17095,12320,2025-01-17 19:36:01,1755.88,云闪付,CNY,1824,年度会员,会员
17096,11854,2025-01-25 13:20:25,373.33,银行卡,CNY,7469,皮肤,游戏
17097,11730,2025-01-13 08:27:23,5329.99,云闪付,CNY,5850,数码产品,电商
17098,12251,2024-06-07 14:01:17,835.86,云闪付,CNY,9712,VIP会员,会员
17099,10397,2024-10-26 18:38:24,5949.94,支付宝,USD,8671,特权卡,游戏
17100,10813,2024-04-14 03:08:41,897.29,支付宝,CNY,4458,超级会员,会员
17101,10874,2025-01-22 07:07:13,1705.23,云闪付,CNY,6153,年度会员,会员
17102,10705,2025-03-06 09:18:36,529.85,微信支付,CNY,6142,礼物,直播
17103,10958,2023-12-19 00:51:46,6766.35,Apple Pay,CNY,2666,日用品,电商
17104,10007,2025-02-23 04:19:28,65.66,银行卡,CNY,3885,季度会员,会员
17105,11155,2023-12-04 00:43:35,819.23,微信支付,CNY,6007,皮肤,游戏
17106,12226,2024-10-06 01:03:13,472.42,Apple Pay,CNY,4133,季度会员,会员
17107,12675,2024-11-01 05:23:22,2281.45,银行卡,CNY,7713,服装,电商
17108,11483,2025-04-20 22:49:02,753.13,Apple Pay,CNY,1572,VIP会员,会员
17109,10222,2025-04-22 10:48:47,773.84,支付宝,CNY,6461,月度会员,会员
17110,11469,2024-04-15 13:44:44,4598.32,微信支付,CNY,1663,弹幕特效,直播
17111,12652,2024-05-06 11:57:40,4805.27,银行卡,CNY,4174,礼物,直播
17112,10173,2023-11-23 16:58:45,8756.13,支付宝,CNY,9426,化妆品,电商
17113,10689,2025-02-01 08:59:34,9908.87,Apple Pay,CNY,4681,数码产品,电商
17114,12111,2025-04-11 18:38:01,167.5,支付宝,CNY,9216,超级会员,会员
17115,12670,2023-07-07 17:46:24,698.98,支付宝,CNY,2524,游戏点券,游戏
17116,12370,2024-12-03 10:28:31,433.94,云闪付,CNY,8525,超级会员,会员
17117,12566,2025-01-09 03:50:34,822.96,银行卡,CNY,8415,装备,游戏
17118,12081,2025-01-31 13:22:54,806.09,微信支付,HKD,6828,数码产品,电商
17119,10810,2025-02-09 16:40:56,3976.18,银行卡,CNY,6329,化妆品,电商
17120,12306,2024-07-30 03:13:32,185.94,支付宝,CNY,3904,数码产品,电商
17121,11012,2024-09-06 06:12:45,1901.61,微信支付,CNY,8236,VIP会员,会员
17122,12047,2025-04-12 15:49:10,1676.83,支付宝,CNY,5348,食品,电商
17123,11156,2025-01-26 22:19:34,1094.03,微信支付,CNY,5969,季度会员,会员
17124,11034,2024-12-29 15:33:55,5116.49,银行卡,CNY,8127,数码产品,电商
17125,10182,2024-07-04 09:05:31,110.5,支付宝,CNY,6276,年度会员,会员
17126,12473,2024-12-11 13:59:18,521.26,微信支付,CNY,3083,角色,游戏
17127,11185,2024-10-17 11:06:24,1321.99,Apple Pay,CNY,6273,主播贡献,直播
17128,12662,2025-04-02 19:10:15,1692.21,支付宝,CNY,4649,超级会员,会员
17129,11356,2023-10-06 19:29:25,2805.84,Apple Pay,USD,5828,角色,游戏
17130,12080,2024-11-20 23:52:15,7289.14,Apple Pay,USD,6815,超级会员,会员
17131,10095,2024-11-09 08:10:39,29616.26,Apple Pay,USD,7441,座驾,直播
17132,12898,2025-03-13 22:19:59,1941.3,云闪付,CNY,9089,礼物,直播
17133,10362,2024-09-28 04:53:55,444.71,云闪付,CNY,3121,角色,游戏
17134,11405,2024-04-12 13:10:10,2132.32,微信支付,CNY,8098,座驾,直播
17135,11894,2025-01-16 13:11:31,824.36,Apple Pay,CNY,3774,VIP会员,会员
17136,11905,2025-03-24 19:43:38,2023.24,银行卡,CNY,3275,礼物,直播
17137,11623,2025-03-12 23:14:50,7122.48,云闪付,CNY,1040,食品,电商
17138,12633,2024-09-21 09:23:38,751.74,Apple Pay,CNY,9591,皮肤,游戏
17139,10333,2025-04-12 16:24:45,7479.02,云闪付,CNY,2615,化妆品,电商
17140,12287,2025-02-05 18:58:16,280.34,云闪付,CNY,5500,主播贡献,直播
17141,10248,2024-10-08 20:31:00,225.5,Apple Pay,CNY,7703,特权卡,游戏
17142,11156,2024-12-11 01:50:41,6283.02,支付宝,CNY,2943,化妆品,电商
17143,12649,2024-06-28 06:23:51,7728.54,银行卡,CNY,2205,数码产品,电商
17144,10481,2025-02-24 08:27:07,9316.82,Apple Pay,CNY,6505,化妆品,电商
17145,10983,2024-05-07 06:11:27,1421.54,微信支付,CNY,9503,季度会员,会员
17146,12254,2024-07-03 05:40:20,44.22,Apple Pay,CNY,9409,化妆品,电商
17147,12315,2023-07-17 22:48:05,44.21,支付宝,CNY,4347,食品,电商
17148,12890,2025-03-20 02:07:43,1274.69,支付宝,CNY,2980,超级会员,会员
17149,12126,2024-10-04 17:18:00,7802.95,云闪付,CNY,3572,食品,电商
17150,10873,2025-03-14 04:35:11,3407.18,银行卡,CNY,1449,主播贡献,直播
17151,11874,2025-01-07 10:53:15,1522.81,微信支付,CNY,6758,月度会员,会员
17152,11202,2024-07-02 19:56:01,256.25,微信支付,CNY,3122,皮肤,游戏
17153,10795,2025-01-06 11:28:38,275.94,云闪付,CNY,9267,年度会员,会员
17154,12405,2024-02-10 16:50:49,979.35,支付宝,CNY,3230,年度会员,会员
17155,10517,2024-05-23 06:53:38,1374.05,Apple Pay,CNY,2688,VIP会员,会员
17156,11516,2024-07-25 20:16:23,1822.59,云闪付,CNY,4172,主播贡献,直播
17157,11970,2025-02-27 01:49:23,1065.31,云闪付,CNY,2567,季度会员,会员
17158,11597,2024-07-04 14:27:09,6329.76,支付宝,CNY,4412,化妆品,电商
17159,11978,2025-03-24 00:38:54,1605.49,Apple Pay,CNY,4526,弹幕特效,直播
17160,12638,2025-02-02 11:06:55,2256.49,微信支付,CNY,2296,座驾,直播
17161,10288,2025-03-22 23:31:58,1139.89,支付宝,CNY,1726,年度会员,会员
17162,11678,2024-09-09 12:31:14,4498.85,云闪付,CNY,9042,化妆品,电商
17163,10444,2024-07-22 00:42:18,286.37,Apple Pay,CNY,6346,装备,游戏
17164,11875,2024-10-29 02:43:25,6481.22,支付宝,CNY,3443,数码产品,电商
17165,12571,2025-02-16 09:20:21,1826.23,云闪付,CNY,4196,超级会员,会员
17166,10704,2024-06-27 16:09:26,857.59,微信支付,CNY,6926,装备,游戏
17167,10427,2024-11-09 16:00:22,9270.72,支付宝,USD,9245,贵族身份,直播
17168,10984,2024-10-01 09:26:57,816.31,微信支付,CNY,4918,日用品,电商
17169,10969,2024-11-01 14:59:46,331.73,Apple Pay,CNY,5071,超级会员,会员
17170,10873,2025-02-25 06:08:49,58382.93,银行卡,USD,7087,日用品,电商
17171,10487,2023-12-15 06:08:29,1905.39,银行卡,CNY,3248,年度会员,会员
17172,12884,2023-08-06 17:03:13,8044.87,Apple Pay,CNY,2990,服装,电商
17173,12427,2023-06-10 07:48:05,1394.6,微信支付,CNY,9884,月度会员,会员
17174,11105,2024-02-17 17:11:11,133.01,银行卡,CNY,4888,超级会员,会员
17175,11208,2025-03-25 02:51:14,417.76,微信支付,CNY,7388,季度会员,会员
17176,12562,2024-08-23 19:36:12,1134.74,银行卡,CNY,6466,季度会员,会员
17177,10843,2023-11-27 03:19:02,4090.92,支付宝,CNY,4646,弹幕特效,直播
17178,12309,2024-06-20 09:44:25,500.66,Apple Pay,CNY,4189,特权卡,游戏
17179,11122,2025-02-25 22:18:05,1112.86,Apple Pay,CNY,9976,弹幕特效,直播
17180,12952,2024-10-03 13:29:34,3734.99,支付宝,CNY,4510,座驾,直播
17181,12860,2025-03-01 22:34:52,1319.11,云闪付,CNY,5953,VIP会员,会员
17182,12659,2024-05-30 05:05:56,3799.62,Apple Pay,CNY,9527,贵族身份,直播
17183,10682,2024-12-07 22:14:56,175.16,银行卡,CNY,5020,特权卡,游戏
17184,10122,2024-10-31 22:35:19,318.22,银行卡,CNY,6189,皮肤,游戏
17185,12465,2024-12-23 11:18:37,6995.48,云闪付,CNY,9221,数码产品,电商
17186,11965,2025-04-01 19:27:19,8012.98,微信支付,CNY,9967,日用品,电商
17187,11019,2024-09-22 05:52:05,86.7,支付宝,HKD,2191,特权卡,游戏
17188,12643,2024-06-24 01:20:22,3407.94,Apple Pay,CNY,6301,弹幕特效,直播
17189,10992,2025-04-02 05:17:43,4659.74,微信支付,CNY,4844,座驾,直播
17190,10612,2023-11-24 08:49:20,1890.85,Apple Pay,CNY,5158,超级会员,会员
17191,12919,2024-08-03 10:55:18,1862.1,支付宝,CNY,2640,贵族身份,直播
17192,11227,2025-03-07 20:57:09,3620.01,云闪付,CNY,9998,化妆品,电商
17193,12718,2025-03-18 07:37:40,796.59,Apple Pay,CNY,1877,季度会员,会员
17194,10866,2025-02-16 23:28:44,567.8,支付宝,CNY,9754,季度会员,会员
17195,12829,2025-01-09 18:04:21,26614.8,云闪付,USD,4244,化妆品,电商
17196,10450,2025-04-14 00:22:58,11168.28,支付宝,USD,9979,VIP会员,会员
17197,11000,2025-04-10 19:47:52,551.91,Apple Pay,CNY,2838,贵族身份,直播
17198,12482,2025-03-07 11:38:35,1851.7,支付宝,CNY,1743,月度会员,会员
17199,11380,2025-03-10 19:31:14,1871.93,微信支付,CNY,7891,贵族身份,直播
17200,10391,2025-04-11 15:20:32,528.24,微信支付,CNY,3791,角色,游戏
17201,10610,2025-04-13 05:45:27,1275.89,Apple Pay,CNY,4736,月度会员,会员
17202,10128,2024-03-08 20:21:47,6095.59,微信支付,USD,4286,皮肤,游戏
17203,12603,2024-02-22 11:45:03,1094.28,Apple Pay,CNY,7905,月度会员,会员
17204,12974,2024-05-03 02:16:45,677.25,Apple Pay,CNY,3264,特权卡,游戏
17205,12148,2024-11-08 09:25:03,51335.78,Apple Pay,USD,9969,服装,电商
17206,11544,2024-09-02 23:02:54,695.91,Apple Pay,CNY,6553,装备,游戏
17207,10123,2025-04-04 00:47:03,753.86,Apple Pay,CNY,4951,年度会员,会员
17208,12821,2025-03-11 11:46:26,14983.2,Apple Pay,USD,1949,日用品,电商
17209,10531,2024-12-05 21:41:43,28515.6,支付宝,USD,3696,贵族身份,直播
17210,11177,2024-05-19 17:53:11,2711.02,银行卡,CNY,8166,食品,电商
17211,11574,2024-11-03 08:57:17,232.77,微信支付,CNY,2688,皮肤,游戏
17212,11082,2023-12-24 01:01:03,5975.35,支付宝,CNY,5300,服装,电商
17213,12285,2024-12-23 14:13:15,776.98,Apple Pay,HKD,3039,特权卡,游戏
17214,10454,2025-04-17 21:51:23,226.38,Apple Pay,CNY,4660,装备,游戏
17215,12626,2024-07-24 10:44:30,440.71,微信支付,CNY,2048,皮肤,游戏
17216,10793,2025-03-24 01:25:05,3953.63,银行卡,CNY,1828,礼物,直播
17217,10338,2023-12-02 12:12:06,6565.19,微信支付,CNY,1720,化妆品,电商
17218,12250,2024-04-28 09:59:12,378.94,云闪付,CNY,5495,年度会员,会员
17219,12449,2025-02-21 20:44:26,2436.45,Apple Pay,CNY,6255,化妆品,电商
17220,11658,2025-02-20 16:59:13,1965.7,银行卡,CNY,8530,月度会员,会员
17221,11949,2025-04-11 10:13:29,675.34,银行卡,CNY,4188,装备,游戏
17222,10227,2024-08-11 12:58:40,9955.88,支付宝,CNY,3831,化妆品,电商
17223,12422,2024-10-05 20:15:05,664.53,银行卡,CNY,3908,超级会员,会员
17224,12998,2024-11-10 05:28:21,3124.62,Apple Pay,CNY,7379,弹幕特效,直播
17225,12565,2024-09-16 15:35:23,519.41,支付宝,CNY,9714,角色,游戏
17226,12620,2025-01-22 01:41:40,6534.35,云闪付,CNY,2882,日用品,电商
17227,11873,2024-10-11 08:40:19,1402.22,微信支付,CNY,6955,超级会员,会员
17228,11098,2024-09-07 11:15:29,1069.34,云闪付,CNY,9883,季度会员,会员
17229,11106,2024-11-04 20:51:48,8392.81,云闪付,CNY,4233,服装,电商
17230,10585,2025-01-21 04:23:11,375.03,Apple Pay,HKD,4244,角色,游戏
17231,10076,2025-04-17 12:28:26,371.17,银行卡,CNY,4129,VIP会员,会员
17232,12612,2025-03-12 12:51:58,3804.84,Apple Pay,USD,8784,皮肤,游戏
17233,10079,2024-11-25 17:04:33,713.25,微信支付,CNY,2355,装备,游戏
17234,11507,2025-04-06 02:17:52,578.35,银行卡,CNY,8812,游戏点券,游戏
17235,12172,2025-04-21 22:17:41,529.75,微信支付,CNY,9030,年度会员,会员
17236,11832,2025-04-10 19:30:35,3615.8,银行卡,CNY,7192,日用品,电商
17237,11707,2024-10-24 16:46:15,261.82,微信支付,CNY,9021,超级会员,会员
17238,10608,2024-08-02 13:33:29,295.45,微信支付,CNY,7394,装备,游戏
17239,10942,2025-04-12 22:19:13,4331.6,Apple Pay,CNY,3346,主播贡献,直播
17240,11911,2025-03-06 13:45:24,216.23,支付宝,HKD,9824,皮肤,游戏
17241,12175,2025-02-17 04:32:47,888.39,云闪付,CNY,2691,VIP会员,会员
17242,12087,2025-04-18 17:51:53,1138.86,银行卡,HKD,6262,超级会员,会员
17243,12002,2025-04-03 07:48:10,1348.54,支付宝,CNY,2589,日用品,电商
17244,10819,2024-11-04 16:23:37,67286.95,银行卡,USD,2795,数码产品,电商
17245,11067,2023-12-14 16:21:54,3743.91,银行卡,HKD,8682,座驾,直播
17246,10381,2025-03-22 22:09:20,3142.89,银行卡,CNY,8851,主播贡献,直播
17247,12860,2025-01-07 11:01:17,2383.81,Apple Pay,CNY,4849,座驾,直播
17248,10165,2025-01-24 18:59:35,3399.34,银行卡,USD,4269,皮肤,游戏
17249,10695,2025-03-03 11:58:41,1914.59,云闪付,CNY,8576,VIP会员,会员
17250,10478,2025-03-28 12:52:32,50.35,支付宝,CNY,5074,游戏点券,游戏
17251,10722,2024-09-23 12:36:05,1744.0,Apple Pay,CNY,8754,礼物,直播
17252,11110,2024-10-16 01:03:37,8472.93,银行卡,CNY,6560,化妆品,电商
17253,11696,2024-05-17 10:08:28,997.39,云闪付,CNY,7559,VIP会员,会员
17254,10562,2025-03-03 19:05:11,884.37,云闪付,CNY,4168,角色,游戏
17255,10218,2024-03-26 09:12:48,3211.7,Apple Pay,CNY,2039,礼物,直播
17256,10604,2024-03-29 21:18:22,504.86,银行卡,CNY,6351,游戏点券,游戏
17257,12375,2024-11-08 23:34:38,1097.81,微信支付,CNY,8422,月度会员,会员
17258,11534,2024-08-20 14:35:44,185.88,Apple Pay,CNY,7679,年度会员,会员
17259,10293,2025-04-19 20:10:48,6709.1,微信支付,USD,2437,座驾,直播
17260,11142,2024-01-17 14:32:10,259.96,微信支付,CNY,9897,装备,游戏
17261,11368,2024-11-05 11:33:27,1604.08,微信支付,CNY,2223,贵族身份,直播
17262,11640,2024-06-18 19:52:36,285.25,支付宝,HKD,2947,游戏点券,游戏
17263,10660,2025-04-07 03:49:05,3404.95,Apple Pay,USD,3468,游戏点券,游戏
17264,12544,2023-08-19 15:59:01,1232.46,支付宝,CNY,7491,VIP会员,会员
17265,12101,2025-03-18 05:37:09,571.67,Apple Pay,HKD,3480,季度会员,会员
17266,10633,2024-04-02 08:17:36,541.21,云闪付,CNY,1238,季度会员,会员
17267,10731,2023-11-16 08:48:12,183.01,支付宝,CNY,5073,游戏点券,游戏
17268,11168,2025-04-01 18:23:05,690.44,云闪付,CNY,5569,主播贡献,直播
17269,10482,2025-01-18 04:05:03,9542.12,Apple Pay,CNY,6737,服装,电商
17270,10156,2024-07-19 08:06:45,395.82,Apple Pay,CNY,2050,季度会员,会员
17271,11445,2025-01-02 00:04:22,3454.25,银行卡,CNY,2376,化妆品,电商
17272,12180,2025-02-17 06:14:01,3439.2,云闪付,CNY,6619,化妆品,电商
17273,12913,2023-10-27 01:10:29,1903.8,微信支付,CNY,4040,数码产品,电商
17274,12956,2025-02-10 11:47:07,934.01,银行卡,CNY,4084,特权卡,游戏
17275,12094,2024-10-25 09:59:48,284.73,银行卡,CNY,1872,服装,电商
17276,10171,2024-04-25 23:48:02,827.04,Apple Pay,CNY,9236,数码产品,电商
17277,10380,2024-03-01 04:16:56,17412.48,云闪付,USD,5699,主播贡献,直播
17278,12786,2025-02-02 13:12:39,5598.68,Apple Pay,CNY,5164,食品,电商
17279,11258,2024-09-22 08:42:47,1654.16,云闪付,CNY,7060,超级会员,会员
17280,12790,2025-02-19 04:32:04,736.8,Apple Pay,CNY,4426,年度会员,会员
17281,10675,2025-03-13 14:25:10,265.84,Apple Pay,CNY,8552,皮肤,游戏
17282,11781,2023-10-22 19:55:22,662.25,Apple Pay,CNY,7872,皮肤,游戏
17283,11425,2024-11-08 13:16:54,212.75,Apple Pay,CNY,3650,角色,游戏
17284,11852,2023-10-27 22:44:02,649.43,支付宝,CNY,9668,特权卡,游戏
17285,12390,2024-08-04 06:15:58,2731.26,微信支付,CNY,7890,座驾,直播
17286,10049,2025-01-19 18:55:54,1992.45,Apple Pay,CNY,6122,季度会员,会员
17287,11231,2025-03-17 11:41:54,538.94,Apple Pay,HKD,8490,超级会员,会员
17288,12170,2024-01-29 23:35:02,1612.2,云闪付,CNY,3313,化妆品,电商
17289,10917,2025-02-10 10:36:01,797.53,云闪付,CNY,2305,超级会员,会员
17290,11466,2024-11-18 19:38:02,34054.49,Apple Pay,USD,2089,贵族身份,直播
17291,10182,2025-03-26 05:11:47,1134.4,云闪付,HKD,8958,主播贡献,直播
17292,11363,2025-03-02 12:07:05,5807.02,支付宝,USD,5548,角色,游戏
17293,12121,2025-03-06 14:02:13,67.45,微信支付,CNY,3107,角色,游戏
17294,10036,2025-02-09 12:55:53,4352.15,支付宝,HKD,8355,主播贡献,直播
17295,12446,2025-04-05 16:05:34,181.58,云闪付,HKD,5482,座驾,直播
17296,12510,2024-06-09 08:28:00,870.54,支付宝,CNY,6752,皮肤,游戏
17297,10739,2024-10-11 12:10:16,1525.59,微信支付,CNY,8588,礼物,直播
17298,12250,2024-08-29 07:57:39,955.79,Apple Pay,CNY,2681,超级会员,会员
17299,11139,2024-04-07 20:15:35,8278.63,支付宝,CNY,4953,服装,电商
17300,11186,2024-01-30 09:46:56,129.07,云闪付,CNY,2953,角色,游戏
17301,12184,2024-08-22 14:05:09,5415.91,微信支付,USD,4796,超级会员,会员
17302,10915,2025-03-23 20:32:57,8181.08,支付宝,CNY,9810,日用品,电商
17303,12277,2025-04-17 19:19:23,869.57,银行卡,CNY,3475,游戏点券,游戏
17304,12782,2024-05-22 15:29:28,982.42,微信支付,CNY,9377,VIP会员,会员
17305,11668,2025-02-03 09:59:36,748.7,云闪付,CNY,2500,超级会员,会员
17306,10320,2024-01-21 22:17:21,10482.34,银行卡,USD,7150,年度会员,会员
17307,12662,2024-12-09 16:04:05,544.09,支付宝,CNY,6832,主播贡献,直播
17308,12710,2024-07-16 20:32:20,1683.2,云闪付,CNY,7225,年度会员,会员
17309,10301,2024-04-19 16:14:08,2987.9,Apple Pay,CNY,6211,贵族身份,直播
17310,12433,2023-12-23 18:59:24,7616.06,微信支付,CNY,4145,日用品,电商
17311,12511,2023-11-24 17:49:20,1739.97,微信支付,CNY,9607,VIP会员,会员
17312,10468,2024-07-16 16:11:02,1312.93,Apple Pay,CNY,8747,化妆品,电商
17313,12591,2025-03-25 15:17:26,2259.14,银行卡,CNY,6222,贵族身份,直播
17314,10248,2024-08-29 02:59:57,1206.75,银行卡,HKD,4475,VIP会员,会员
17315,10188,2025-01-10 10:41:06,4748.35,Apple Pay,CNY,8971,贵族身份,直播
17316,12821,2025-03-29 14:18:08,879.49,云闪付,CNY,3505,角色,游戏
17317,11731,2024-07-04 16:40:10,624.42,银行卡,CNY,6023,座驾,直播
17318,10589,2024-09-19 12:15:50,954.75,Apple Pay,CNY,1467,VIP会员,会员
17319,10469,2024-08-02 08:27:17,1153.23,银行卡,CNY,5943,礼物,直播
17320,10687,2025-01-22 09:48:00,43553.59,支付宝,USD,6598,日用品,电商
