progress_id,user_id,level,experience,game_coins,diamonds,update_time,total_play_time
894,10893,37,6454,567786,731,2025-04-22 21:56:17,55896
895,10894,25,9876,161652,177,2025-04-23 03:16:17,13389
896,10895,13,534,49321,56,2025-04-23 07:37:17,3992
897,10896,21,3717,81149,66,2025-04-22 16:35:17,6661
898,10897,49,16950,1178066,11439,2025-04-23 09:15:17,97547
899,10898,1,0,1000,0,2025-04-23 07:30:17,0
900,10899,31,5081,139716,170,2025-04-23 00:20:17,12394
901,10900,13,606,31948,20,2025-04-23 08:36:17,1716
902,10901,15,117,58192,42,2025-04-23 02:23:17,3848
903,10902,35,4212,207419,238,2025-04-22 22:52:17,19580
904,10903,29,11843,180516,164,2025-04-23 07:59:17,13280
905,10904,9,1923,33292,224,2025-04-22 20:44:17,2880
906,10905,21,4787,164845,198,2025-04-22 14:50:17,13536
907,10906,19,5706,58479,155,2025-04-23 13:15:17,4289
908,10907,35,19052,231671,207,2025-04-23 11:22:17,20640
909,10908,37,29462,281561,273,2025-04-23 04:32:17,27568
910,10909,24,1768,222880,444,2025-04-23 14:11:17,17831
911,10910,24,5933,205386,244,2025-04-23 04:29:17,18664
912,10911,37,1238,792960,841,2025-04-23 03:50:17,66032
913,10912,22,1071,81202,45,2025-04-22 15:20:17,5947
914,10913,20,4058,109342,136,2025-04-23 01:08:17,7528
915,10914,32,1277,388855,271,2025-04-22 18:14:17,33550
916,10915,12,1336,28612,14,2025-04-23 01:08:17,1544
917,10916,35,15356,323672,451,2025-04-22 20:31:17,35658
918,10917,36,28372,234161,185,2025-04-23 10:46:17,23313
919,10918,43,27910,460710,1159,2025-04-22 21:07:17,47630
920,10919,17,3500,81470,426,2025-04-23 09:34:17,6134
921,10920,42,49588,433508,524,2025-04-23 12:52:17,45085
922,10921,34,9256,243128,500,2025-04-22 15:46:17,19509
923,10922,30,15570,206780,173,2025-04-23 05:00:17,17895
924,10923,41,25688,454390,1201,2025-04-23 01:57:17,51242
925,10924,49,87283,834822,10171,2025-04-23 08:16:17,87950
926,10925,35,1252,370300,286,2025-04-22 14:34:17,33895
927,10926,40,22092,966951,2304,2025-04-23 02:44:17,92713
928,10927,42,31188,470652,500,2025-04-23 11:22:17,37847
929,10928,31,7779,261789,274,2025-04-23 12:18:17,23576
930,10929,25,6944,274619,492,2025-04-22 17:46:17,20836
931,10930,44,6858,482256,631,2025-04-22 20:35:17,47027
932,10931,23,6387,100756,116,2025-04-23 06:16:17,8482
933,10932,35,25022,352515,353,2025-04-23 05:02:17,32770
934,10933,32,4356,357582,199,2025-04-22 22:14:17,29197
935,10934,9,285,33838,6,2025-04-23 05:50:17,2127
936,10935,45,12740,591071,2434,2025-04-22 14:39:17,60877
937,10936,19,4927,76972,125,2025-04-22 16:46:17,4998
938,10937,2,150,3112,0,2025-04-22 23:21:17,115
939,10938,25,4432,168106,1739,2025-04-23 13:47:17,14524
940,10939,17,550,49268,140,2025-04-22 20:21:17,3076
941,10940,13,527,60674,74,2025-04-23 03:46:17,4789
942,10941,37,31374,519245,538,2025-04-22 14:58:17,45037
943,10942,15,4165,51065,76,2025-04-23 01:44:17,4354
944,10943,32,19187,382684,3986,2025-04-22 23:07:17,36535
945,10944,30,11670,295156,306,2025-04-23 12:09:17,29175
946,10945,22,3221,141548,287,2025-04-23 11:11:17,10502
947,10946,38,8732,281093,679,2025-04-23 11:30:17,28589
948,10947,36,25927,379550,1319,2025-04-22 23:46:17,35993
949,10948,22,5699,110815,61,2025-04-22 19:09:17,9499
950,10949,49,18413,881784,911,2025-04-22 23:35:17,71632
951,10950,34,4536,239676,869,2025-04-22 14:53:17,22627
952,10951,34,8100,274923,252,2025-04-23 14:01:17,22951
953,10952,24,4038,233183,518,2025-04-23 05:29:17,18285
954,10953,37,23830,592102,1340,2025-04-23 07:20:17,58792
955,10954,31,16830,219072,207,2025-04-23 11:00:17,17969
956,10955,5,515,12068,25,2025-04-23 11:21:17,690
957,10956,36,14175,610374,780,2025-04-22 22:04:17,62437
958,10957,47,6807,710618,1380,2025-04-23 08:43:17,62690
959,10958,48,30499,1010490,1848,2025-04-22 22:22:17,89959
960,10959,15,2800,66170,81,2025-04-23 10:42:17,4781
961,10960,28,8798,266848,315,2025-04-22 19:45:17,28379
962,10961,46,57651,656707,667,2025-04-23 05:55:17,56555
963,10962,30,12684,171483,190,2025-04-22 16:29:17,14672
964,10963,37,11080,320669,703,2025-04-22 23:53:17,26154
965,10964,41,33338,514115,2128,2025-04-23 06:47:17,52007
966,10965,36,17786,318591,880,2025-04-22 15:35:17,24292
967,10966,36,7526,236230,239,2025-04-22 23:14:17,21824
968,10967,40,13883,460415,567,2025-04-23 06:15:17,41396
969,10968,46,28656,683962,719,2025-04-23 12:53:17,54622
970,10969,36,19159,409903,1350,2025-04-23 12:33:17,35241
971,10970,21,521,105548,138,2025-04-23 09:47:17,7046
972,10971,36,6874,375116,1338,2025-04-23 02:11:17,33876
973,10972,21,5851,115009,173,2025-04-23 10:55:17,8593
974,10973,31,15787,194790,301,2025-04-23 02:48:17,14044
975,10974,37,31732,316780,549,2025-04-22 16:03:17,25761
976,10975,28,10423,317753,1211,2025-04-22 21:03:17,28704
977,10976,26,8114,122625,689,2025-04-22 15:00:17,9682
978,10977,51,35430,978208,5007,2025-04-22 14:16:17,87707
979,10978,40,6260,422122,2496,2025-04-23 11:35:17,40703
980,10979,44,61010,879156,691,2025-04-23 01:49:17,71253
981,10980,37,5968,425219,482,2025-04-23 05:36:17,33489
982,10981,29,8683,211127,365,2025-04-23 01:56:17,15620
983,10982,40,29437,347245,783,2025-04-23 12:46:17,31394
984,10983,34,631,278958,1223,2025-04-22 22:15:17,22272
985,10984,24,4443,197383,168,2025-04-23 09:04:17,18366
986,10985,37,33244,344401,257,2025-04-23 09:55:17,25869
987,10986,35,22880,327259,263,2025-04-22 18:32:17,24399
988,10987,28,12152,144896,87,2025-04-22 19:40:17,11173
989,10988,44,58835,585118,556,2025-04-22 15:44:17,47357
990,10989,27,6552,119409,130,2025-04-23 09:54:17,8436
991,10990,37,25628,808105,1705,2025-04-22 19:16:17,70910
992,10991,30,16684,290212,612,2025-04-22 21:36:17,22508
993,10992,10,1176,46464,131,2025-04-23 07:40:17,3202
994,10993,6,259,16307,0,2025-04-22 16:30:17,982
995,10994,40,13863,362235,288,2025-04-22 18:17:17,32524
996,10995,35,9540,391056,479,2025-04-22 16:53:17,34931
997,10996,24,5229,140541,88,2025-04-22 16:58:17,11577
998,10997,33,264,278065,1033,2025-04-23 01:07:17,24600
999,10998,41,19518,348566,381,2025-04-22 22:02:17,33750
1000,10999,27,1068,156373,181,2025-04-22 16:46:17,15132
1001,11000,21,2003,102243,98,2025-04-22 19:59:17,8112
1002,11001,38,5250,303417,358,2025-04-22 14:22:17,24545
1003,11002,29,3571,122548,118,2025-04-23 07:26:17,10792
1004,11003,18,740,55574,179,2025-04-23 12:50:17,4112
1005,11004,7,1238,20936,57,2025-04-23 06:46:17,1604
1006,11005,23,5238,123184,121,2025-04-22 18:45:17,11953
1007,11006,28,4883,161933,155,2025-04-23 05:38:17,13798
1008,11007,30,7452,251781,707,2025-04-22 22:44:17,21354
1009,11008,45,54482,825873,2518,2025-04-23 00:20:17,70206
1010,11009,10,1416,26495,11,2025-04-23 11:41:17,1625
1011,11010,45,22410,694269,3405,2025-04-23 08:41:17,56938
1012,11011,33,264,280904,324,2025-04-23 14:07:17,22140
1013,11012,36,2806,362967,358,2025-04-23 02:12:17,33424
1014,11013,36,28974,411987,540,2025-04-23 07:25:17,46712
1015,11014,46,77802,579529,2531,2025-04-22 16:07:17,62034
1016,11015,41,14676,964524,1870,2025-04-23 03:50:17,83568
1017,11016,37,15989,567264,1081,2025-04-22 21:55:17,49273
1018,11017,32,4012,189538,199,2025-04-23 08:11:17,15695
1019,11018,45,38034,570603,621,2025-04-23 13:13:17,53987
1020,11019,35,14640,291796,248,2025-04-23 09:41:17,25868
1021,11020,37,25586,262731,347,2025-04-22 21:40:17,25322
1022,11021,40,39487,630175,591,2025-04-23 04:25:17,53440
1023,11022,8,746,17240,48,2025-04-23 13:32:17,1108
1024,11023,35,4767,487256,1141,2025-04-22 15:03:17,54935
1025,11024,41,18186,651490,680,2025-04-23 02:38:17,56102
1026,11025,35,7832,342461,1320,2025-04-22 16:33:17,30860
1027,11026,31,8184,203611,419,2025-04-22 15:57:17,17183
1028,11027,8,52,19842,19,2025-04-22 16:43:17,1154
1029,11028,25,636,157791,150,2025-04-22 23:25:17,12234
1030,11029,41,39820,419147,2559,2025-04-22 21:38:17,40504
1031,11030,44,37355,581699,578,2025-04-22 17:31:17,45925
1032,11031,42,18613,707008,2186,2025-04-23 05:13:17,55513
1033,11032,41,30212,667872,2676,2025-04-23 05:07:17,64618
1034,11033,35,13676,476523,753,2025-04-22 21:08:17,47264
1035,11034,21,5168,113210,169,2025-04-22 20:51:17,9723
1036,11035,28,9148,180326,172,2025-04-23 09:59:17,15805
1037,11036,29,15315,216073,241,2025-04-23 13:09:17,20354
1038,11037,38,2035,467923,611,2025-04-22 21:13:17,45620
1039,11038,37,988,306153,315,2025-04-22 16:37:17,23565
1040,11039,9,1635,34074,43,2025-04-22 17:37:17,2352
1041,11040,41,17998,556790,1221,2025-04-23 01:00:17,50473
1042,11041,43,31940,653101,533,2025-04-23 13:16:17,51935
1043,11042,19,3037,88222,75,2025-04-23 13:21:17,6636
1044,11043,28,1125,136300,235,2025-04-22 14:39:17,12202
1045,11044,20,3024,68458,69,2025-04-23 08:48:17,5919
1046,11045,34,19447,336551,339,2025-04-23 03:49:17,32976
1047,11046,45,43015,548220,663,2025-04-23 04:40:17,58523
1048,11047,52,79491,946241,3781,2025-04-22 14:17:17,99253
1049,11048,14,1675,40003,28,2025-04-23 10:30:17,2595
1050,11049,27,272,150435,159,2025-04-22 15:33:17,12026
1051,11050,19,1299,65730,43,2025-04-23 05:27:17,5135
1052,11051,39,22731,522039,461,2025-04-22 18:27:17,42306
1053,11052,31,8045,264602,253,2025-04-22 22:37:17,20986
1054,11053,36,14981,556977,563,2025-04-23 10:07:17,44713
1055,11054,41,28708,645944,526,2025-04-22 23:36:17,51544
1056,11055,42,15963,558459,2988,2025-04-22 20:24:17,46040
1057,11056,38,459,332714,1098,2025-04-22 17:27:17,30282
1058,11057,35,16158,343646,1666,2025-04-23 01:19:17,26006
1059,11058,14,2170,43643,34,2025-04-23 06:27:17,3630
1060,11059,40,32881,621357,2614,2025-04-23 00:19:17,52706
1061,11060,38,18586,343938,676,2025-04-23 04:46:17,29347
1062,11061,33,18152,188069,252,2025-04-23 06:42:17,17092
1063,11062,39,35871,315361,284,2025-04-22 14:40:17,29080
1064,11063,47,59377,840513,709,2025-04-23 05:18:17,66445
1065,11064,39,20898,547425,1239,2025-04-22 22:40:17,46803
1066,11065,23,5915,167220,186,2025-04-22 22:08:17,14058
1067,11066,42,11891,464750,443,2025-04-22 15:44:17,39172
1068,11067,40,38272,418580,376,2025-04-23 07:31:17,31983
1069,11068,9,669,29919,34,2025-04-23 03:41:17,1878
1070,11069,37,7950,380444,471,2025-04-23 04:23:17,42109
1071,11070,44,31796,679378,1771,2025-04-23 00:25:17,75924
1072,11071,40,36256,679726,1872,2025-04-23 07:49:17,68247
1073,11072,32,4335,153283,459,2025-04-22 18:43:17,14597
1074,11073,11,877,30935,92,2025-04-22 20:16:17,1664
1075,11074,22,2977,104975,181,2025-04-22 18:22:17,7327
1076,11075,45,21881,976609,9289,2025-04-23 12:54:17,82185
1077,11076,35,2952,194042,244,2025-04-23 09:25:17,19490
1078,11077,42,34141,610580,628,2025-04-23 08:56:17,51878
1079,11078,37,1048,281881,237,2025-04-23 06:46:17,21998
1080,11079,29,7403,147631,165,2025-04-23 13:58:17,12910
1081,11080,29,11873,292123,776,2025-04-23 07:11:17,22770
1082,11081,48,71473,947653,4699,2025-04-22 19:23:17,79271
1083,11082,35,7820,301359,271,2025-04-22 19:48:17,23144
1084,11083,32,1521,257994,819,2025-04-22 20:33:17,25193
1085,11084,35,24131,315105,398,2025-04-22 14:59:17,32671
1086,11085,17,3882,53619,47,2025-04-23 01:23:17,3610
1087,11086,46,31956,530467,1460,2025-04-22 22:52:17,54842
1088,11087,35,37,226967,1555,2025-04-22 18:54:17,20765
1089,11088,45,52640,743986,2536,2025-04-22 20:36:17,64202
1090,11089,45,38204,724312,686,2025-04-22 20:43:17,62999
1091,11090,38,25920,439060,1510,2025-04-22 23:30:17,43205
1092,11091,40,8707,444129,727,2025-04-22 22:16:17,37515
1093,11092,41,34368,654036,1327,2025-04-23 00:31:17,57900
1094,11093,7,952,12572,90,2025-04-23 04:39:17,667
1095,11094,27,9008,183316,278,2025-04-23 02:34:17,18428
1096,11095,31,1001,214519,323,2025-04-23 12:00:17,18183
1097,11096,37,14938,389079,442,2025-04-23 03:46:17,31260
1098,11097,40,6653,342231,342,2025-04-22 18:19:17,32009
1099,11098,37,11242,415818,832,2025-04-23 11:10:17,37796
1100,11099,29,8037,156040,79,2025-04-22 20:17:17,11111
1101,11100,34,23684,660388,4808,2025-04-22 21:26:17,53609
1102,11101,36,7190,303902,349,2025-04-23 02:30:17,30520
1103,11102,32,19907,423272,5145,2025-04-23 02:05:17,43986
1104,11103,25,8944,120959,241,2025-04-23 01:07:17,10618
1105,11104,42,45339,610152,681,2025-04-23 10:13:17,52896
1106,11105,33,96,423049,293,2025-04-22 16:48:17,36872
1107,11106,19,4729,108008,77,2025-04-23 01:17:17,9130
1108,11107,24,7329,93637,212,2025-04-23 11:05:17,7893
1109,11108,43,43312,730086,2982,2025-04-23 10:22:17,79324
1110,11109,45,64606,555588,1292,2025-04-23 09:05:17,55885
1111,11110,38,11098,351745,303,2025-04-23 11:09:17,28771
1112,11111,12,3000,60378,116,2025-04-22 20:40:17,4656
1113,11112,42,4133,584691,590,2025-04-22 23:52:17,54065
1114,11113,39,9846,352048,633,2025-04-22 14:20:17,27345
1115,11114,24,8022,115837,164,2025-04-23 14:12:17,10601
1116,11115,44,36388,669530,1258,2025-04-22 20:37:17,52916
1117,11116,20,3866,81696,68,2025-04-22 15:10:17,7504
1118,11117,37,32278,420837,453,2025-04-23 13:54:17,45150
1119,11118,40,19222,1057377,10287,2025-04-22 15:48:17,92139
1120,11119,45,44832,1019831,6084,2025-04-23 06:51:17,95327
1121,11120,37,24013,468599,902,2025-04-22 22:46:17,39215
1122,11121,8,1578,21369,88,2025-04-22 23:44:17,1489
1123,11122,45,19304,847146,7863,2025-04-23 10:01:17,92136
1124,11123,24,6928,90000,373,2025-04-23 07:50:17,7255
1125,11124,36,20336,294547,224,2025-04-22 20:55:17,22739
1126,11125,37,28942,305319,1133,2025-04-23 06:20:17,27528
1127,11126,43,13736,622204,1178,2025-04-22 21:52:17,50418
1128,11127,38,11845,455384,1570,2025-04-23 08:49:17,37477
1129,11128,23,5912,79455,95,2025-04-23 02:44:17,5623
1130,11129,46,66471,531362,1252,2025-04-22 23:30:17,57143
1131,11130,46,50656,950545,3163,2025-04-23 07:05:17,84133
1132,11131,18,1316,79327,89,2025-04-22 17:33:17,6544
1133,11132,44,31162,472968,496,2025-04-23 10:42:17,48763
1134,11133,41,31776,760356,1030,2025-04-23 02:37:17,86418
1135,11134,37,14434,313877,1129,2025-04-23 04:21:17,28613
1136,11135,36,7545,613244,2302,2025-04-22 15:19:17,61111
1137,11136,42,50715,734177,756,2025-04-23 05:10:17,73404
1138,11137,29,14450,175607,158,2025-04-22 17:58:17,12459
1139,11138,49,20541,927649,3028,2025-04-23 05:12:17,82816
1140,11139,39,35835,807331,1745,2025-04-23 02:04:17,72694
1141,11140,27,7356,211185,292,2025-04-22 20:25:17,15918
1142,11141,20,5168,63034,42,2025-04-23 07:07:17,4381
1143,11142,44,45100,613732,2978,2025-04-22 22:10:17,69662
1144,11143,17,1042,109358,332,2025-04-22 18:20:17,8096
1145,11144,48,76110,795232,8205,2025-04-22 15:08:17,73940
1146,11145,41,34923,398615,1858,2025-04-23 03:09:17,34777
1147,11146,42,10260,660995,3895,2025-04-22 16:51:17,60753
1148,11147,33,22519,464575,1067,2025-04-23 11:34:17,48731
1149,11148,45,5591,436746,1721,2025-04-23 12:09:17,48225
1150,11149,40,16639,409303,2297,2025-04-22 17:19:17,38176
1151,11150,44,28810,1163243,10973,2025-04-23 10:22:17,97190
1152,11151,23,6132,165965,248,2025-04-23 04:07:17,16913
1153,11152,39,7281,468714,4368,2025-04-22 20:13:17,40761
1154,11153,22,3037,194027,151,2025-04-22 22:11:17,14666
1155,11154,38,17028,498141,966,2025-04-23 06:44:17,42217
1156,11155,43,33176,885291,4617,2025-04-23 07:53:17,78057
1157,11156,35,20918,505586,1152,2025-04-22 22:06:17,48471
1158,11157,23,4373,149485,161,2025-04-23 05:33:17,13801
1159,11158,36,29141,375254,322,2025-04-22 21:44:17,29741
1160,11159,19,619,82537,59,2025-04-23 14:09:17,5630
1161,11160,40,18189,729354,3970,2025-04-23 07:12:17,65666
1162,11161,30,6729,202565,185,2025-04-22 23:42:17,18901
1163,11162,16,2303,48899,55,2025-04-22 19:30:17,3377
1164,11163,44,39960,635197,2811,2025-04-22 16:58:17,69148
1165,11164,15,2573,34795,18,2025-04-23 11:25:17,2216
1166,11165,29,3466,247661,309,2025-04-23 06:10:17,21569
1167,11166,29,12665,185733,139,2025-04-23 04:21:17,14562
1168,11167,37,14174,403296,4900,2025-04-22 19:06:17,42887
1169,11168,24,3297,105923,112,2025-04-23 10:35:17,10076
1170,11169,31,5523,302766,982,2025-04-22 18:51:17,23294
1171,11170,12,416,40969,48,2025-04-23 04:43:17,2587
1172,11171,17,2403,66895,91,2025-04-22 23:47:17,4649
1173,11172,34,19465,555275,544,2025-04-22 14:37:17,43971
1174,11173,30,8694,150588,303,2025-04-22 22:25:17,12291
1175,11174,30,17055,133453,291,2025-04-23 13:09:17,12029
1176,11175,41,29988,317235,2744,2025-04-23 10:29:17,34448
1177,11176,31,8081,163076,160,2025-04-22 17:33:17,12594
1178,11177,47,14885,765997,715,2025-04-22 14:54:17,63267
1179,11178,38,35517,466118,1298,2025-04-22 20:20:17,36222
1180,11179,43,16748,483302,516,2025-04-23 08:52:17,50669
1181,11180,27,11132,331108,559,2025-04-23 09:41:17,26224
1182,11181,10,558,27279,12,2025-04-23 11:26:17,1924
1183,11182,31,18575,288451,595,2025-04-22 23:58:17,22156
1184,11183,28,7753,290346,588,2025-04-23 02:03:17,23475
1185,11184,39,17924,388752,373,2025-04-22 17:13:17,38023
1186,11185,28,9175,191614,189,2025-04-23 12:53:17,17784
1187,11186,42,32811,514745,485,2025-04-23 11:01:17,47444
1188,11187,41,9439,477411,430,2025-04-22 19:54:17,38167
1189,11188,10,126,24233,29,2025-04-22 16:39:17,1496
1190,11189,9,151,18204,6,2025-04-22 20:12:17,902
1191,11190,43,54700,743391,775,2025-04-23 00:50:17,64598
1192,11191,42,15099,468939,3826,2025-04-23 05:42:17,45968
1193,11192,27,6336,155044,150,2025-04-22 17:34:17,14036
1194,11193,40,20039,512612,1337,2025-04-23 02:45:17,57689
1195,11194,36,5155,257830,181,2025-04-23 01:44:17,20211
1196,11195,40,28048,382478,431,2025-04-22 18:43:17,36117
1197,11196,40,3752,414570,2237,2025-04-23 08:20:17,40475
1198,11197,45,23546,614648,1067,2025-04-22 18:56:17,49422
1199,11198,34,7535,334685,654,2025-04-22 17:45:17,31487
1200,11199,38,8803,320586,906,2025-04-23 01:43:17,26552
1201,11200,38,1503,551780,1365,2025-04-22 23:59:17,60738
1202,11201,45,13282,513534,2843,2025-04-23 14:10:17,52219
1203,11202,40,26977,526963,1167,2025-04-23 12:25:17,52050
1204,11203,21,4657,119414,89,2025-04-22 20:07:17,9650
1205,11204,40,2402,891094,3811,2025-04-23 06:37:17,88775
1206,11205,48,54501,1136038,3762,2025-04-22 14:29:17,92141
1207,11206,34,5839,309528,854,2025-04-23 10:19:17,31275
1208,11207,24,1905,145142,364,2025-04-22 19:55:17,14882
1209,11208,19,1009,54675,25,2025-04-22 18:47:17,3404
1210,11209,39,30061,481385,932,2025-04-23 13:39:17,43039
1211,11210,36,13246,610302,1115,2025-04-23 14:05:17,51876
1212,11211,11,763,25635,21,2025-04-23 01:48:17,1819
1213,11212,23,8325,126005,279,2025-04-23 10:33:17,12394
1214,11213,47,27357,901613,2203,2025-04-23 08:21:17,89821
1215,11214,46,30258,633860,1313,2025-04-23 06:09:17,58638
1216,11215,45,15182,664424,4753,2025-04-22 19:47:17,56382
1217,11216,34,19495,412716,577,2025-04-22 16:03:17,43976
1218,11217,37,568,524748,570,2025-04-22 19:02:17,47070
1219,11218,31,1171,216682,238,2025-04-22 20:52:17,18200
1220,11219,47,53226,625087,4428,2025-04-23 11:47:17,71083
1221,11220,31,14054,198555,319,2025-04-23 11:17:17,14991
1222,11221,29,14219,324131,320,2025-04-22 15:14:17,26956
1223,11222,36,14470,778458,3806,2025-04-23 10:36:17,62496
1224,11223,32,19685,224770,150,2025-04-22 16:51:17,18309
1225,11224,34,16011,457004,952,2025-04-23 04:09:17,37196
1226,11225,31,3859,313709,297,2025-04-22 14:16:17,26384
1227,11226,24,8433,197283,224,2025-04-22 14:49:17,19164
1228,11227,28,355,132131,1043,2025-04-22 16:04:17,12132
1229,11228,26,4619,175380,129,2025-04-23 02:01:17,12521
1230,11229,44,36764,651163,683,2025-04-22 18:03:17,57357
1231,11230,48,56798,837369,1053,2025-04-22 17:30:17,84654
1232,11231,39,36807,305647,1263,2025-04-22 18:15:17,31224
1233,11232,31,10643,167469,187,2025-04-22 17:07:17,15956
1234,11233,36,16130,380957,440,2025-04-22 21:02:17,31414
1235,11234,35,446,246509,538,2025-04-22 15:57:17,19311
1236,11235,35,9852,344433,344,2025-04-22 23:56:17,27976
1237,11236,39,8431,500249,550,2025-04-23 03:55:17,40876
1238,11237,43,31144,522312,789,2025-04-23 13:33:17,56584
1239,11238,39,14525,435140,3167,2025-04-23 06:29:17,37714
1240,11239,8,406,27199,20,2025-04-23 10:48:17,2148
1241,11240,42,51183,471773,507,2025-04-23 05:30:17,48975
1242,11241,12,20,32618,149,2025-04-22 22:53:17,2030
1243,11242,35,5660,235600,288,2025-04-23 01:24:17,22964
1244,11243,37,5874,229708,614,2025-04-23 13:59:17,23914
1245,11244,24,7213,192772,416,2025-04-23 11:24:17,18920
1246,11245,45,36079,843758,4607,2025-04-22 15:36:17,68533
1247,11246,41,25953,327327,445,2025-04-23 13:51:17,34179
1248,11247,42,15833,610072,573,2025-04-23 06:40:17,55235
1249,11248,43,5618,707623,831,2025-04-23 08:15:17,66322
1250,11249,48,96323,1005464,2289,2025-04-22 17:57:17,95943
1251,11250,30,13668,217834,308,2025-04-23 07:15:17,22131
1252,11251,41,1112,392642,718,2025-04-23 05:32:17,34846
1253,11252,34,20749,240035,120,2025-04-23 01:05:17,17674
1254,11253,24,4726,149884,1577,2025-04-23 13:21:17,13159
1255,11254,26,3445,258343,250,2025-04-23 07:55:17,22303
1256,11255,25,6684,110253,128,2025-04-23 00:58:17,10392
1257,11256,31,9504,234397,403,2025-04-22 21:48:17,17303
1258,11257,52,50966,1114520,9173,2025-04-23 07:37:17,104305
1259,11258,45,33152,562176,687,2025-04-22 22:01:17,62578
1260,11259,40,23413,534978,1231,2025-04-22 19:51:17,51654
1261,11260,22,3037,101504,241,2025-04-23 10:03:17,7333
1262,11261,38,25881,684019,3634,2025-04-22 22:30:17,64801
1263,11262,26,6466,152393,219,2025-04-23 04:20:17,14317
1264,11263,41,33438,330440,793,2025-04-23 04:48:17,34678
1265,11264,22,1086,91716,90,2025-04-23 06:22:17,7931
1266,11265,35,27446,519837,575,2025-04-23 06:53:17,49559
1267,11266,34,10819,210785,407,2025-04-22 17:13:17,17012
1268,11267,36,9700,237473,727,2025-04-23 12:46:17,20514
1269,11268,38,9601,284855,335,2025-04-23 04:00:17,26609
1270,11269,32,9129,332420,825,2025-04-23 13:08:17,26144
1271,11270,41,27588,331324,373,2025-04-22 16:02:17,34288
1272,11271,20,2774,56765,59,2025-04-22 17:47:17,4210
1273,11272,5,1232,15022,5,2025-04-23 01:27:17,891
1274,11273,33,16185,325344,391,2025-04-23 05:21:17,33903
1275,11274,20,2552,63224,58,2025-04-22 17:42:17,5338
1276,11275,21,2123,93808,53,2025-04-22 16:48:17,7224
1277,11276,28,11327,230839,791,2025-04-22 16:47:17,18053
1278,11277,49,57838,1056586,1946,2025-04-23 10:00:17,85685
1279,11278,34,2989,227710,795,2025-04-22 18:05:17,16490
1280,11279,41,47703,488071,1175,2025-04-22 21:17:17,48585
1281,11280,35,7236,232305,457,2025-04-22 21:31:17,19796
1282,11281,29,1783,163301,161,2025-04-23 03:12:17,14930
1283,11282,26,6233,191288,142,2025-04-23 02:40:17,16329
1284,11283,29,15702,248051,644,2025-04-22 22:42:17,23317
1285,11284,45,50620,637177,1419,2025-04-22 19:20:17,59108
1286,11285,33,9119,561201,1704,2025-04-23 12:49:17,46051
1287,11286,19,341,73853,137,2025-04-22 20:13:17,6299
1288,11287,29,15555,252147,268,2025-04-23 07:30:17,20384
1289,11288,26,11375,251430,1532,2025-04-23 08:56:17,23889
1290,11289,19,5902,77463,121,2025-04-23 04:33:17,6217
1291,11290,44,8520,922304,2171,2025-04-22 14:27:17,82505
1292,11291,30,1610,185908,785,2025-04-23 11:13:17,16499
1293,11292,38,3833,271293,297,2025-04-23 01:47:17,26197
1294,11293,43,29018,488017,429,2025-04-23 11:41:17,44307
1295,11294,30,192,296684,632,2025-04-23 00:41:17,27262
1296,11295,32,12437,263061,983,2025-04-22 21:34:17,21246
1297,11296,37,11269,356037,449,2025-04-23 01:04:17,37799
1298,11297,48,86016,981147,2202,2025-04-23 04:59:17,95006
1299,11298,23,6227,216247,139,2025-04-23 02:43:17,16932
1300,11299,5,154,9149,0,2025-04-23 00:57:17,469
1301,11300,42,10467,805044,4210,2025-04-23 09:25:17,68373
1302,11301,32,16171,208336,1300,2025-04-23 08:50:17,19654
1303,11302,39,20103,824272,893,2025-04-22 18:49:17,70072
1304,11303,37,15202,692090,686,2025-04-23 04:56:17,57354
1305,11304,35,692,312042,381,2025-04-22 19:56:17,24600
1306,11305,24,8989,169984,196,2025-04-23 07:21:17,13768
1307,11306,41,29434,475783,1657,2025-04-22 14:26:17,36869
1308,11307,23,1255,131643,158,2025-04-22 17:08:17,11384
1309,11308,37,20546,564317,589,2025-04-22 14:56:17,49924
1310,11309,30,1566,264708,1359,2025-04-22 20:27:17,27491
1311,11310,44,16136,508401,2420,2025-04-22 20:14:17,55638
1312,11311,43,46791,827939,5467,2025-04-23 06:27:17,91153
1313,11312,29,6929,336178,561,2025-04-23 09:15:17,25741
1314,11313,46,67638,652736,606,2025-04-22 18:54:17,61308
1315,11314,19,2724,106569,135,2025-04-22 16:39:17,10555
1316,11315,27,4843,235299,180,2025-04-22 20:38:17,17833
1317,11316,39,16185,759859,737,2025-04-22 20:19:17,69419
1318,11317,43,15302,606893,2605,2025-04-22 23:21:17,67398
1319,11318,48,5342,842442,1614,2025-04-23 12:20:17,74184
1320,11319,11,1539,42632,54,2025-04-22 18:50:17,3161
1321,11320,40,33322,366147,1935,2025-04-23 06:09:17,31653
1322,11321,40,6865,487250,1298,2025-04-23 02:54:17,40758
1323,11322,43,45173,883555,2854,2025-04-23 00:37:17,70717
1324,11323,28,13033,336619,360,2025-04-22 23:45:17,29226
1325,11324,43,52650,567745,3963,2025-04-23 06:11:17,64393
1326,11325,29,7248,381767,2561,2025-04-22 23:19:17,30953
1327,11326,11,1130,28486,20,2025-04-23 10:27:17,1687
1328,11327,17,2681,53929,36,2025-04-23 10:05:17,3829
1329,11328,22,1443,81914,47,2025-04-22 14:33:17,5124
1330,11329,29,1595,167845,480,2025-04-23 12:43:17,12426
