event_id,user_id,event_time,event_type,event_detail,level_id,result,duration
12268,12016,2025-04-04 21:33:58,LEVEL_FAIL,Failed at 60% progress,79,FAIL,184
12269,10433,2025-04-05 06:52:54,ACHIEVEMENT,Earned achievement: LEVEL_MASTER,18,,0
12270,12591,2025-03-31 14:33:29,LEVEL_START,Started level 99,99,,0
12271,11998,2025-04-01 22:25:42,LEVEL_COMPLETE,"Completed with score 8580, stars: 2",64,SUCCESS,174
12272,10168,2025-03-30 13:08:29,LEVEL_FAIL,Failed at 44% progress,49,FAIL,126
12273,12076,2025-03-29 07:05:14,LEVEL_FAIL,Failed at 23% progress,83,FAIL,114
12274,12867,2025-04-21 05:22:03,LEVEL_COMPLETE,"Completed with score 8740, stars: 2",93,SUCCESS,125
12275,11701,2025-04-12 02:21:17,LEVEL_COMPLETE,"Completed with score 2376, stars: 2",11,SUCCESS,280
12276,10319,2025-03-30 01:04:34,LEVEL_START,Started level 44,44,,0
12277,10392,2025-04-10 02:00:48,ITEM_USE,Used item: SHIELD,76,,2
12278,12857,2025-04-02 05:43:12,LEVEL_COMPLETE,"Completed with score 6481, stars: 3",91,SUCCESS,168
12279,10034,2025-04-22 13:42:27,LEVEL_START,Started level 54,54,,0
12280,11507,2025-03-24 20:30:47,ITEM_USE,Used item: POWER_BOOST,7,,1
12281,10937,2025-04-01 05:39:41,LEVEL_COMPLETE,"Completed with score 5036, stars: 3",40,SUCCESS,245
12282,12017,2025-03-25 08:55:11,LEVEL_COMPLETE,"Completed with score 1811, stars: 1",26,SUCCESS,38
12283,11983,2025-03-29 12:29:25,LEVEL_COMPLETE,"Completed with score 5281, stars: 1",34,SUCCESS,198
12284,11942,2025-04-22 02:04:39,LEVEL_COMPLETE,"Completed with score 9574, stars: 1",3,SUCCESS,83
12285,10363,2025-04-22 20:58:44,LEVEL_START,Started level 6,6,,0
12286,12532,2025-04-10 18:36:01,LEVEL_COMPLETE,"Completed with score 5965, stars: 2",43,SUCCESS,69
12287,10237,2025-04-10 23:54:15,LEVEL_START,Started level 94,94,,0
12288,12499,2025-04-06 21:24:59,LEVEL_COMPLETE,"Completed with score 3568, stars: 3",98,SUCCESS,219
12289,10652,2025-04-05 06:54:12,LEVEL_COMPLETE,"Completed with score 5751, stars: 2",34,SUCCESS,299
12290,12358,2025-04-12 23:05:01,LEVEL_START,Started level 35,35,,0
12291,10759,2025-04-17 18:19:27,LEVEL_START,Started level 46,46,,0
12292,12389,2025-04-20 18:28:02,LEVEL_COMPLETE,"Completed with score 1286, stars: 2",19,SUCCESS,195
12293,11862,2025-03-28 01:44:36,LEVEL_COMPLETE,"Completed with score 1753, stars: 2",95,SUCCESS,293
12294,10028,2025-04-22 09:59:45,LEVEL_FAIL,Failed at 15% progress,79,FAIL,266
12295,10462,2025-03-26 12:18:47,LEVEL_FAIL,Failed at 40% progress,48,FAIL,234
12296,10409,2025-03-30 00:16:27,LEVEL_START,Started level 18,18,,0
12297,12479,2025-04-07 22:54:51,LEVEL_FAIL,Failed at 37% progress,38,FAIL,290
12298,12568,2025-04-12 20:06:11,LEVEL_COMPLETE,"Completed with score 3934, stars: 2",70,SUCCESS,184
12299,12752,2025-04-08 19:40:47,LEVEL_COMPLETE,"Completed with score 5545, stars: 3",25,SUCCESS,146
12300,11760,2025-04-04 15:42:55,LEVEL_START,Started level 96,96,,0
12301,10057,2025-04-17 03:56:31,LEVEL_START,Started level 15,15,,0
12302,10877,2025-04-21 11:57:48,LEVEL_FAIL,Failed at 24% progress,50,FAIL,194
12303,10205,2025-04-03 13:01:39,LEVEL_START,Started level 74,74,,0
12304,11135,2025-03-28 09:55:11,LEVEL_START,Started level 49,49,,0
12305,10504,2025-04-12 18:42:04,LEVEL_COMPLETE,"Completed with score 1587, stars: 3",38,SUCCESS,219
12306,12025,2025-04-03 09:54:49,LEVEL_START,Started level 8,8,,0
12307,12574,2025-04-04 03:21:57,LEVEL_COMPLETE,"Completed with score 4785, stars: 3",83,SUCCESS,162
12308,10176,2025-04-05 00:51:11,LEVEL_COMPLETE,"Completed with score 4435, stars: 1",84,SUCCESS,140
12309,12443,2025-03-25 13:58:21,LEVEL_START,Started level 29,29,,0
12310,10602,2025-04-10 18:02:56,LEVEL_START,Started level 9,9,,0
12311,10375,2025-04-02 07:20:02,ACHIEVEMENT,Earned achievement: SPEED_MASTER,41,,0
12312,10918,2025-03-27 18:08:26,LEVEL_START,Started level 20,20,,0
12313,10823,2025-03-31 23:56:34,LEVEL_COMPLETE,"Completed with score 9056, stars: 3",86,SUCCESS,191
12314,12728,2025-04-16 21:28:43,LEVEL_FAIL,Failed at 16% progress,57,FAIL,51
12315,12124,2025-03-31 16:43:27,LEVEL_COMPLETE,"Completed with score 4818, stars: 3",78,SUCCESS,267
12316,12253,2025-04-19 23:46:08,LEVEL_START,Started level 50,50,,0
12317,10359,2025-04-03 01:23:31,LEVEL_START,Started level 53,53,,0
12318,10884,2025-04-10 17:03:01,LEVEL_START,Started level 37,37,,0
12319,10950,2025-04-08 19:33:20,LEVEL_FAIL,Failed at 48% progress,54,FAIL,51
12320,11984,2025-04-11 10:27:17,LEVEL_COMPLETE,"Completed with score 2234, stars: 1",5,SUCCESS,199
12321,11208,2025-04-10 09:53:01,LEVEL_START,Started level 57,57,,0
12322,11031,2025-04-12 14:22:05,LEVEL_COMPLETE,"Completed with score 5141, stars: 1",67,SUCCESS,146
12323,12131,2025-04-16 23:07:41,ACHIEVEMENT,Earned achievement: FIRST_WIN,20,,0
12324,10143,2025-04-07 13:22:13,LEVEL_COMPLETE,"Completed with score 2915, stars: 2",99,SUCCESS,182
12325,12415,2025-03-26 00:01:10,LEVEL_START,Started level 18,18,,0
12326,12692,2025-03-31 05:56:34,LEVEL_START,Started level 47,47,,0
12327,11079,2025-04-19 15:10:15,LEVEL_FAIL,Failed at 65% progress,54,FAIL,293
12328,10768,2025-03-25 10:11:20,LEVEL_COMPLETE,"Completed with score 1059, stars: 1",8,SUCCESS,81
12329,11293,2025-04-08 17:46:15,LEVEL_COMPLETE,"Completed with score 2494, stars: 3",53,SUCCESS,130
12330,12240,2025-04-22 20:39:42,LEVEL_START,Started level 16,16,,0
12331,11015,2025-04-14 03:49:48,LEVEL_START,Started level 64,64,,0
12332,10498,2025-04-13 11:12:13,LEVEL_START,Started level 87,87,,0
12333,12989,2025-04-11 14:18:53,ACHIEVEMENT,Earned achievement: COMBO_MASTER,31,,0
12334,10705,2025-04-14 05:47:42,LEVEL_COMPLETE,"Completed with score 4273, stars: 1",88,SUCCESS,41
12335,11729,2025-04-12 01:45:38,LEVEL_START,Started level 85,85,,0
12336,12327,2025-04-05 17:34:01,LEVEL_START,Started level 59,59,,0
12337,12045,2025-04-04 01:33:33,LEVEL_FAIL,Failed at 76% progress,22,FAIL,235
12338,12724,2025-04-03 13:29:22,LEVEL_COMPLETE,"Completed with score 6776, stars: 1",11,SUCCESS,53
12339,11733,2025-04-15 19:01:06,LEVEL_COMPLETE,"Completed with score 1132, stars: 2",85,SUCCESS,197
12340,12204,2025-03-26 15:31:25,LEVEL_START,Started level 62,62,,0
12341,12811,2025-04-11 03:01:33,LEVEL_COMPLETE,"Completed with score 2777, stars: 1",97,SUCCESS,31
12342,10861,2025-03-29 13:20:27,LEVEL_COMPLETE,"Completed with score 6470, stars: 3",37,SUCCESS,139
12343,12148,2025-04-10 04:31:21,LEVEL_COMPLETE,"Completed with score 7652, stars: 2",75,SUCCESS,212
12344,10611,2025-04-13 17:21:28,LEVEL_START,Started level 56,56,,0
12345,10640,2025-03-24 19:24:02,LEVEL_COMPLETE,"Completed with score 3345, stars: 1",59,SUCCESS,113
12346,11876,2025-04-16 12:41:36,LEVEL_FAIL,Failed at 51% progress,61,FAIL,57
12347,10868,2025-04-04 12:38:36,LEVEL_FAIL,Failed at 90% progress,79,FAIL,183
12348,12279,2025-04-12 04:29:10,LEVEL_START,Started level 37,37,,0
12349,12824,2025-04-09 05:44:22,LEVEL_FAIL,Failed at 90% progress,84,FAIL,264
12350,10283,2025-03-25 16:33:42,LEVEL_START,Started level 1,1,,0
12351,12449,2025-04-04 02:42:50,LEVEL_START,Started level 16,16,,0
12352,12326,2025-04-05 20:26:46,LEVEL_START,Started level 61,61,,0
12353,10681,2025-03-26 13:07:20,LEVEL_COMPLETE,"Completed with score 9588, stars: 2",79,SUCCESS,119
12354,11958,2025-04-03 02:40:28,LEVEL_FAIL,Failed at 88% progress,17,FAIL,211
12355,10829,2025-04-17 01:39:58,LEVEL_START,Started level 34,34,,0
12356,12007,2025-04-08 03:07:57,LEVEL_COMPLETE,"Completed with score 2392, stars: 3",53,SUCCESS,125
12357,10158,2025-03-31 07:57:57,LEVEL_COMPLETE,"Completed with score 9098, stars: 3",31,SUCCESS,238
12358,10240,2025-03-28 00:13:28,LEVEL_START,Started level 42,42,,0
12359,12211,2025-04-02 21:52:37,LEVEL_START,Started level 27,27,,0
12360,11358,2025-04-08 00:46:00,LEVEL_START,Started level 31,31,,0
12361,10367,2025-04-14 05:38:55,LEVEL_COMPLETE,"Completed with score 4586, stars: 1",11,SUCCESS,93
12362,12480,2025-04-09 13:17:05,LEVEL_START,Started level 89,89,,0
12363,11732,2025-04-14 02:30:49,LEVEL_FAIL,Failed at 60% progress,14,FAIL,271
12364,10683,2025-04-16 22:41:22,LEVEL_FAIL,Failed at 69% progress,2,FAIL,241
12365,10861,2025-04-06 07:31:57,LEVEL_COMPLETE,"Completed with score 8444, stars: 2",86,SUCCESS,129
12366,12304,2025-04-06 09:04:23,LEVEL_COMPLETE,"Completed with score 3624, stars: 1",5,SUCCESS,92
12367,11107,2025-04-21 18:01:40,LEVEL_START,Started level 25,25,,0
12368,10650,2025-04-23 12:18:30,LEVEL_COMPLETE,"Completed with score 7544, stars: 2",2,SUCCESS,152
12369,11582,2025-04-07 02:12:42,LEVEL_START,Started level 60,60,,0
12370,11074,2025-04-02 07:56:09,ACHIEVEMENT,Earned achievement: SPEED_MASTER,61,,0
12371,12164,2025-04-21 22:00:09,ACHIEVEMENT,Earned achievement: COMBO_MASTER,33,,0
12372,10840,2025-04-08 00:29:33,LEVEL_FAIL,Failed at 42% progress,1,FAIL,106
12373,12148,2025-04-22 21:40:14,LEVEL_COMPLETE,"Completed with score 8136, stars: 2",13,SUCCESS,282
12374,12749,2025-04-03 12:17:19,LEVEL_START,Started level 88,88,,0
12375,10540,2025-03-25 10:00:43,LEVEL_COMPLETE,"Completed with score 2660, stars: 1",34,SUCCESS,247
12376,11120,2025-04-17 18:48:47,LEVEL_COMPLETE,"Completed with score 8271, stars: 3",32,SUCCESS,279
12377,12344,2025-03-31 00:48:35,LEVEL_COMPLETE,"Completed with score 9349, stars: 1",2,SUCCESS,100
12378,12173,2025-04-16 06:43:28,LEVEL_START,Started level 94,94,,0
12379,12142,2025-03-26 00:22:49,LEVEL_FAIL,Failed at 27% progress,42,FAIL,199
12380,10183,2025-04-21 20:50:01,LEVEL_FAIL,Failed at 15% progress,43,FAIL,64
12381,10008,2025-03-27 04:58:33,LEVEL_FAIL,Failed at 66% progress,24,FAIL,86
12382,12276,2025-04-15 15:16:43,LEVEL_COMPLETE,"Completed with score 5858, stars: 1",41,SUCCESS,181
12383,11939,2025-04-10 23:33:12,LEVEL_FAIL,Failed at 73% progress,4,FAIL,300
12384,11814,2025-03-25 00:18:35,LEVEL_START,Started level 7,7,,0
12385,11910,2025-04-16 13:58:51,LEVEL_START,Started level 82,82,,0
12386,11132,2025-04-03 21:01:59,LEVEL_COMPLETE,"Completed with score 4297, stars: 2",61,SUCCESS,254
12387,10425,2025-04-22 18:51:08,LEVEL_COMPLETE,"Completed with score 4975, stars: 2",57,SUCCESS,79
12388,10354,2025-03-25 02:26:30,LEVEL_START,Started level 36,36,,0
12389,12167,2025-03-25 22:37:49,ITEM_USE,Used item: TIME_EXTENSION,63,,4
12390,10111,2025-04-03 15:54:33,LEVEL_START,Started level 22,22,,0
12391,12501,2025-03-28 11:52:21,LEVEL_COMPLETE,"Completed with score 6628, stars: 3",89,SUCCESS,230
12392,11165,2025-04-19 20:10:18,LEVEL_COMPLETE,"Completed with score 8669, stars: 1",99,SUCCESS,253
12393,12235,2025-04-21 11:38:09,LEVEL_START,Started level 79,79,,0
12394,12402,2025-04-12 07:20:37,ITEM_USE,Used item: EXTRA_LIFE,80,,5
12395,11790,2025-04-15 18:35:57,LEVEL_COMPLETE,"Completed with score 3018, stars: 3",35,SUCCESS,72
12396,11801,2025-04-21 04:44:05,LEVEL_COMPLETE,"Completed with score 8610, stars: 2",31,SUCCESS,47
12397,11571,2025-03-30 22:05:25,LEVEL_COMPLETE,"Completed with score 2394, stars: 1",100,SUCCESS,96
12398,10797,2025-04-08 07:23:27,LEVEL_START,Started level 39,39,,0
12399,11634,2025-04-04 12:08:56,LEVEL_FAIL,Failed at 74% progress,96,FAIL,201
12400,10720,2025-04-08 02:56:34,LEVEL_START,Started level 29,29,,0
12401,10370,2025-03-31 16:34:17,LEVEL_COMPLETE,"Completed with score 7911, stars: 1",50,SUCCESS,214
12402,12196,2025-04-19 20:15:45,LEVEL_COMPLETE,"Completed with score 2160, stars: 3",88,SUCCESS,129
12403,11942,2025-04-01 19:18:43,LEVEL_START,Started level 73,73,,0
12404,10253,2025-04-05 14:59:01,LEVEL_FAIL,Failed at 72% progress,50,FAIL,146
12405,11159,2025-04-16 19:54:53,LEVEL_FAIL,Failed at 17% progress,11,FAIL,122
12406,11380,2025-04-04 09:00:16,LEVEL_START,Started level 18,18,,0
12407,11305,2025-04-01 19:43:14,LEVEL_COMPLETE,"Completed with score 8380, stars: 1",5,SUCCESS,42
12408,10257,2025-04-08 12:36:27,LEVEL_START,Started level 61,61,,0
12409,10062,2025-03-27 17:46:46,LEVEL_START,Started level 42,42,,0
12410,12982,2025-03-27 22:45:16,ITEM_USE,Used item: TIME_EXTENSION,54,,3
12411,11562,2025-03-30 23:17:18,LEVEL_COMPLETE,"Completed with score 3558, stars: 1",94,SUCCESS,78
12412,10936,2025-04-22 04:59:53,LEVEL_COMPLETE,"Completed with score 1397, stars: 3",45,SUCCESS,110
12413,12415,2025-04-20 04:59:46,LEVEL_START,Started level 46,46,,0
12414,10442,2025-03-31 07:41:08,LEVEL_COMPLETE,"Completed with score 6837, stars: 1",70,SUCCESS,207
12415,12218,2025-04-04 23:15:46,ITEM_USE,Used item: COIN_MULTIPLIER,100,,5
12416,10519,2025-04-10 01:34:40,LEVEL_COMPLETE,"Completed with score 2677, stars: 3",16,SUCCESS,252
12417,11798,2025-04-05 00:21:12,LEVEL_START,Started level 3,3,,0
12418,11385,2025-04-05 03:28:32,LEVEL_START,Started level 89,89,,0
12419,11575,2025-03-31 14:18:30,LEVEL_COMPLETE,"Completed with score 3905, stars: 3",70,SUCCESS,209
12420,11615,2025-03-31 05:06:11,LEVEL_COMPLETE,"Completed with score 4991, stars: 3",13,SUCCESS,157
12421,10388,2025-04-05 17:38:09,LEVEL_COMPLETE,"Completed with score 5297, stars: 3",8,SUCCESS,199
12422,11137,2025-03-29 17:50:35,LEVEL_START,Started level 43,43,,0
12423,12798,2025-04-21 10:20:35,LEVEL_COMPLETE,"Completed with score 5296, stars: 3",95,SUCCESS,123
12424,12451,2025-04-08 05:27:44,LEVEL_START,Started level 64,64,,0
12425,10361,2025-04-12 12:04:28,LEVEL_COMPLETE,"Completed with score 3766, stars: 2",65,SUCCESS,130
12426,10802,2025-03-28 04:21:10,ITEM_USE,Used item: SHIELD,35,,5
12427,11704,2025-03-27 07:11:30,LEVEL_START,Started level 4,4,,0
12428,10454,2025-03-27 12:53:28,LEVEL_FAIL,Failed at 74% progress,13,FAIL,163
12429,11205,2025-03-29 19:22:14,LEVEL_START,Started level 49,49,,0
12430,10535,2025-04-01 14:12:34,LEVEL_COMPLETE,"Completed with score 8607, stars: 3",55,SUCCESS,246
12431,12037,2025-04-07 00:13:27,LEVEL_COMPLETE,"Completed with score 8093, stars: 3",6,SUCCESS,270
12432,11842,2025-03-25 16:34:54,LEVEL_FAIL,Failed at 41% progress,30,FAIL,90
12433,10497,2025-04-04 18:37:38,LEVEL_FAIL,Failed at 72% progress,31,FAIL,40
12434,11545,2025-04-22 15:19:04,ITEM_USE,Used item: TIME_EXTENSION,12,,4
12435,12427,2025-04-11 14:58:14,LEVEL_START,Started level 71,71,,0
12436,12528,2025-04-15 10:48:35,LEVEL_FAIL,Failed at 79% progress,99,FAIL,192
12437,10150,2025-04-13 09:28:50,LEVEL_START,Started level 36,36,,0
12438,10341,2025-04-18 15:17:37,LEVEL_COMPLETE,"Completed with score 9172, stars: 2",38,SUCCESS,81
12439,10037,2025-04-10 08:48:59,LEVEL_COMPLETE,"Completed with score 8627, stars: 3",16,SUCCESS,248
12440,11129,2025-04-18 10:29:13,LEVEL_COMPLETE,"Completed with score 7021, stars: 2",36,SUCCESS,55
12441,11640,2025-04-17 22:52:18,LEVEL_START,Started level 11,11,,0
12442,10825,2025-03-31 23:34:20,LEVEL_START,Started level 58,58,,0
12443,12002,2025-04-15 16:03:30,LEVEL_FAIL,Failed at 11% progress,61,FAIL,189
12444,11991,2025-04-18 01:59:23,LEVEL_COMPLETE,"Completed with score 7169, stars: 3",93,SUCCESS,112
12445,10937,2025-04-14 20:28:39,LEVEL_START,Started level 4,4,,0
12446,12387,2025-04-02 21:56:20,LEVEL_START,Started level 58,58,,0
12447,10348,2025-03-24 16:28:46,LEVEL_FAIL,Failed at 82% progress,36,FAIL,55
12448,10258,2025-03-30 07:21:24,LEVEL_FAIL,Failed at 51% progress,61,FAIL,151
12449,12088,2025-04-03 08:25:08,LEVEL_FAIL,Failed at 64% progress,3,FAIL,81
12450,10154,2025-04-10 07:39:03,LEVEL_COMPLETE,"Completed with score 8589, stars: 1",87,SUCCESS,91
12451,10447,2025-04-15 04:41:08,LEVEL_FAIL,Failed at 76% progress,54,FAIL,213
12452,11403,2025-04-09 14:50:41,LEVEL_FAIL,Failed at 26% progress,71,FAIL,294
12453,10385,2025-04-03 23:25:51,LEVEL_START,Started level 10,10,,0
12454,10261,2025-04-01 19:55:47,LEVEL_COMPLETE,"Completed with score 8955, stars: 2",44,SUCCESS,161
12455,11297,2025-04-16 19:56:59,LEVEL_START,Started level 59,59,,0
12456,12971,2025-03-24 21:09:00,LEVEL_START,Started level 20,20,,0
12457,12353,2025-04-08 22:02:37,LEVEL_START,Started level 79,79,,0
12458,10721,2025-04-14 12:47:37,LEVEL_START,Started level 85,85,,0
12459,10163,2025-03-26 17:45:20,LEVEL_START,Started level 93,93,,0
12460,12830,2025-04-02 19:55:09,LEVEL_FAIL,Failed at 31% progress,45,FAIL,117
12461,11016,2025-04-13 08:09:31,LEVEL_FAIL,Failed at 45% progress,47,FAIL,198
12462,11508,2025-04-15 13:58:12,LEVEL_FAIL,Failed at 29% progress,6,FAIL,64
12463,12019,2025-04-07 18:18:43,ITEM_USE,Used item: TIME_EXTENSION,87,,2
12464,10070,2025-03-29 06:25:03,LEVEL_START,Started level 22,22,,0
12465,12522,2025-04-06 23:54:21,LEVEL_START,Started level 7,7,,0
12466,12770,2025-04-02 08:18:48,LEVEL_FAIL,Failed at 46% progress,22,FAIL,292
12467,11921,2025-04-20 22:21:03,LEVEL_COMPLETE,"Completed with score 9463, stars: 1",97,SUCCESS,167
12468,12005,2025-04-11 00:40:01,LEVEL_START,Started level 13,13,,0
12469,12089,2025-04-09 16:49:31,LEVEL_COMPLETE,"Completed with score 9224, stars: 2",3,SUCCESS,158
12470,12083,2025-04-16 05:02:09,LEVEL_COMPLETE,"Completed with score 5629, stars: 3",80,SUCCESS,128
12471,10011,2025-04-22 20:25:39,LEVEL_START,Started level 31,31,,0
12472,10560,2025-04-17 04:59:53,LEVEL_START,Started level 11,11,,0
12473,10277,2025-04-03 23:21:23,LEVEL_COMPLETE,"Completed with score 5964, stars: 3",6,SUCCESS,132
12474,10210,2025-04-23 05:19:27,LEVEL_FAIL,Failed at 21% progress,41,FAIL,96
12475,11433,2025-04-05 20:52:01,LEVEL_COMPLETE,"Completed with score 3489, stars: 3",68,SUCCESS,33
12476,10181,2025-04-20 22:24:57,LEVEL_FAIL,Failed at 52% progress,91,FAIL,273
12477,10375,2025-04-13 03:14:43,LEVEL_FAIL,Failed at 26% progress,29,FAIL,277
12478,10307,2025-04-16 11:49:57,LEVEL_FAIL,Failed at 64% progress,60,FAIL,76
12479,10858,2025-04-05 13:36:10,ITEM_USE,Used item: EXTRA_LIFE,47,,3
12480,10047,2025-04-19 19:20:40,LEVEL_FAIL,Failed at 73% progress,98,FAIL,265
12481,10673,2025-04-03 19:48:56,LEVEL_START,Started level 10,10,,0
12482,11448,2025-04-10 06:51:20,LEVEL_COMPLETE,"Completed with score 6168, stars: 1",5,SUCCESS,43
12483,12235,2025-03-30 14:48:15,LEVEL_START,Started level 6,6,,0
12484,11854,2025-04-08 22:42:12,LEVEL_COMPLETE,"Completed with score 4539, stars: 2",49,SUCCESS,173
12485,10910,2025-04-02 01:01:31,LEVEL_START,Started level 68,68,,0
12486,10157,2025-04-01 01:36:26,LEVEL_FAIL,Failed at 33% progress,48,FAIL,76
12487,11322,2025-04-19 15:45:12,LEVEL_START,Started level 95,95,,0
12488,10114,2025-04-08 14:57:22,LEVEL_START,Started level 5,5,,0
12489,11363,2025-04-22 06:25:36,LEVEL_START,Started level 89,89,,0
12490,10457,2025-04-01 20:44:38,LEVEL_FAIL,Failed at 23% progress,2,FAIL,169
12491,10554,2025-04-10 11:39:24,LEVEL_START,Started level 27,27,,0
12492,11679,2025-04-04 08:58:49,LEVEL_START,Started level 55,55,,0
12493,12239,2025-04-19 09:15:25,LEVEL_COMPLETE,"Completed with score 5212, stars: 1",79,SUCCESS,165
12494,10314,2025-03-25 05:27:00,LEVEL_START,Started level 45,45,,0
12495,12727,2025-03-24 23:59:47,LEVEL_COMPLETE,"Completed with score 4551, stars: 1",93,SUCCESS,134
12496,12858,2025-03-31 15:31:20,LEVEL_START,Started level 65,65,,0
12497,10704,2025-04-02 06:26:25,ITEM_USE,Used item: POWER_BOOST,3,,1
12498,12712,2025-04-05 22:33:37,LEVEL_FAIL,Failed at 34% progress,36,FAIL,131
12499,12256,2025-04-17 22:48:03,LEVEL_START,Started level 53,53,,0
12500,10215,2025-04-10 03:55:08,ACHIEVEMENT,Earned achievement: LEVEL_MASTER,51,,0
12501,12652,2025-04-21 14:47:39,LEVEL_START,Started level 65,65,,0
12502,10685,2025-04-12 18:30:27,ITEM_USE,Used item: POWER_BOOST,45,,2
12503,11322,2025-04-19 16:03:00,LEVEL_COMPLETE,"Completed with score 9061, stars: 2",71,SUCCESS,204
12504,11792,2025-04-21 20:45:54,LEVEL_COMPLETE,"Completed with score 5732, stars: 2",64,SUCCESS,246
12505,10825,2025-03-25 22:35:32,ITEM_USE,Used item: TIME_EXTENSION,27,,3
12506,10302,2025-03-26 09:58:10,ITEM_USE,Used item: COIN_MULTIPLIER,8,,1
12507,11785,2025-04-03 08:53:23,ITEM_USE,Used item: POWER_BOOST,31,,5
12508,11257,2025-04-21 08:37:26,LEVEL_START,Started level 87,87,,0
12509,10307,2025-04-14 21:05:15,ITEM_USE,Used item: EXTRA_LIFE,12,,3
12510,12181,2025-03-25 16:41:43,LEVEL_COMPLETE,"Completed with score 5621, stars: 2",43,SUCCESS,122
12511,11443,2025-04-12 22:05:03,ITEM_USE,Used item: TIME_EXTENSION,42,,4
12512,11728,2025-04-09 13:50:35,LEVEL_COMPLETE,"Completed with score 2473, stars: 3",68,SUCCESS,141
12513,11957,2025-03-26 02:08:53,ACHIEVEMENT,Earned achievement: FIRST_WIN,95,,0
12514,11464,2025-04-10 03:44:49,LEVEL_START,Started level 24,24,,0
12515,10427,2025-03-28 00:16:45,LEVEL_START,Started level 13,13,,0
12516,10771,2025-04-07 17:43:55,LEVEL_FAIL,Failed at 69% progress,39,FAIL,50
12517,10455,2025-03-27 01:42:19,LEVEL_FAIL,Failed at 57% progress,79,FAIL,289
12518,12389,2025-04-10 22:26:29,LEVEL_COMPLETE,"Completed with score 9538, stars: 3",68,SUCCESS,210
12519,11926,2025-04-11 18:49:49,LEVEL_START,Started level 29,29,,0
12520,12931,2025-04-20 23:58:52,LEVEL_START,Started level 5,5,,0
12521,12011,2025-03-29 21:27:34,LEVEL_START,Started level 32,32,,0
12522,12743,2025-03-24 19:03:24,LEVEL_START,Started level 33,33,,0
12523,12609,2025-04-08 09:53:53,LEVEL_START,Started level 41,41,,0
12524,12573,2025-04-20 10:50:29,LEVEL_COMPLETE,"Completed with score 5421, stars: 3",23,SUCCESS,122
12525,12114,2025-03-26 12:37:09,LEVEL_START,Started level 53,53,,0
12526,11409,2025-04-09 14:09:03,LEVEL_COMPLETE,"Completed with score 1572, stars: 1",22,SUCCESS,55
12527,12754,2025-03-29 04:22:15,LEVEL_COMPLETE,"Completed with score 4467, stars: 1",62,SUCCESS,131
12528,10540,2025-03-29 18:53:12,LEVEL_START,Started level 43,43,,0
12529,10580,2025-04-22 13:13:05,LEVEL_START,Started level 67,67,,0
12530,10130,2025-03-27 22:33:44,LEVEL_START,Started level 7,7,,0
12531,12604,2025-04-10 03:57:41,LEVEL_COMPLETE,"Completed with score 9035, stars: 2",91,SUCCESS,294
12532,11315,2025-04-08 08:07:45,LEVEL_START,Started level 15,15,,0
12533,12549,2025-03-31 14:50:12,LEVEL_START,Started level 82,82,,0
12534,10554,2025-04-17 05:23:40,LEVEL_START,Started level 89,89,,0
12535,11795,2025-04-07 06:17:36,LEVEL_COMPLETE,"Completed with score 2948, stars: 1",20,SUCCESS,70
12536,12235,2025-04-18 00:29:03,LEVEL_COMPLETE,"Completed with score 4767, stars: 2",27,SUCCESS,229
12537,12311,2025-04-15 16:42:30,LEVEL_COMPLETE,"Completed with score 4786, stars: 1",83,SUCCESS,160
12538,11237,2025-03-31 03:19:35,LEVEL_COMPLETE,"Completed with score 7513, stars: 3",31,SUCCESS,142
12539,11267,2025-04-07 23:34:03,LEVEL_START,Started level 89,89,,0
12540,12604,2025-04-13 02:36:45,LEVEL_COMPLETE,"Completed with score 8245, stars: 1",62,SUCCESS,171
12541,11041,2025-04-09 22:24:55,LEVEL_START,Started level 80,80,,0
12542,11275,2025-03-25 21:13:44,LEVEL_FAIL,Failed at 42% progress,49,FAIL,52
12543,11450,2025-04-16 01:42:12,LEVEL_COMPLETE,"Completed with score 3196, stars: 3",26,SUCCESS,68
12544,12487,2025-04-15 13:07:18,LEVEL_FAIL,Failed at 73% progress,62,FAIL,206
12545,12718,2025-03-27 10:15:50,LEVEL_START,Started level 77,77,,0
12546,12882,2025-04-16 14:18:05,LEVEL_START,Started level 91,91,,0
12547,10884,2025-04-02 02:59:44,ITEM_USE,Used item: SHIELD,27,,5
12548,12102,2025-04-17 18:54:48,LEVEL_START,Started level 51,51,,0
12549,11661,2025-04-11 01:03:28,LEVEL_COMPLETE,"Completed with score 1094, stars: 3",66,SUCCESS,65
12550,11414,2025-03-26 01:16:54,LEVEL_FAIL,Failed at 11% progress,36,FAIL,151
12551,12896,2025-03-27 09:41:53,ITEM_USE,Used item: SHIELD,6,,3
12552,12499,2025-04-23 08:26:10,LEVEL_START,Started level 85,85,,0
12553,12566,2025-03-30 03:46:28,LEVEL_START,Started level 71,71,,0
12554,12782,2025-03-29 14:12:28,LEVEL_FAIL,Failed at 29% progress,55,FAIL,88
12555,11162,2025-03-26 05:50:02,LEVEL_FAIL,Failed at 28% progress,32,FAIL,298
12556,10539,2025-04-23 09:13:56,LEVEL_START,Started level 57,57,,0
12557,12647,2025-04-16 11:35:21,LEVEL_START,Started level 7,7,,0
12558,11528,2025-03-31 12:47:47,LEVEL_START,Started level 24,24,,0
12559,11172,2025-03-26 06:01:27,LEVEL_START,Started level 28,28,,0
